現地コード,銘柄名(English),銘柄名,市場,業種,取扱
CRNX,CRINETICS PHARMA,クリネティック・ファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
CRON,CRONOS GROUP INC,クロノス・グループ,NASDAQ,医薬品,○
CROX,CROCS INC,クロックス,NASDAQ,フットウエア,○
CRS,CARPENTER TECH,カーペンター・テクノロジー,NYSE,その他,○
CRSP,CRISPR THERAPEUT,CRISPRセラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
CRSR,CORSAIR GAMING,コルセア・ゲーミング,NASDAQ,その他,○
CRUS,CIRRUS LOGIC INC,シーラス・ロジック,NASDAQ,半導体,○
CRVL,CORVEL CORP,コーベル,NASDAQ,ヘルスケア,○
CRVO,CERVOMED INC,セルボメッド,NASDAQ,医薬品（バイオテクノロジー）,○
CRVS,CORVUS PHARMACEU,コーバス・ファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
CRWD,CROWDSTRIKE HLD,クラウドストライク,NASDAQ,ソフトウェア・サービス,○
CRWL,GNS 2X LONG CRWD,GraniteShares2倍ロングCRWDデイリーETF,NASDAQ,その他,○
CRWS,CROWN CRAFTS INC,クラウン・クラフツ,NASDAQ,その他製造,○
CSAN,COSAN SA,コサン SA,NYSE,その他,○
CSBR,CHAMPIONS ONCLGY,チャンピオンズ・オンコロジー,NASDAQ,医薬品（バイオテクノロジー）,○
CSCI,COSCIENS BIOPHAR,コンサインズ・バイオファーマ,NASDAQ,医薬品（バイオテクノロジー）,○
CSCO,CISCO SYSTEMS,シスコシステムズ,NASDAQ,ネットワーク,○
CSGP,COSTAR GROUP,コスター・グループ,NASDAQ,ソフトウェア・サービス,○
CSGS,CSG SYSTEMS INTL,CSGシステムズ・インターナショナル,NASDAQ,情報処理サービス,○
CSIQ,CANADIAN SOLAR,カナディアン・ソーラー,NASDAQ,その他製造,○
CSL,CARLISLE COS INC,カーライル,NYSE,その他製造,○
CSPI,CSP INC,CSP,NASDAQ,ソフトウェア・サービス,○
CSTE,CAESARSTONE,シーザーストーン,NASDAQ,その他製造,○
CSTL,CASTLE BIOSCIENC,キャッスル･バイオサイエンシズ,NASDAQ,ヘルスケア,○
CSV,CARRIAGE SERVICE,キャリエージ・サービス,NYSE,ソフトウェア・サービス,○
CSWI,CSW INDUSTRIALS,CSWインダストリアルズ,NASDAQ,その他製造,○
CSX,CSX CORP,CSX,NASDAQ,運輸,○
CTAS,CINTAS CORP,シンタス,NASDAQ,その他製造,○
CTBI,COMMUNITY TRUST,コミュニティ・トラスト・バンコープ,NASDAQ,金融（銀行）,○
CTEC,GBLX CLEANTECH,グローバルX クリーンテック ETF,NASDAQ,その他,○
CTGO,CONTANGO ORE INC,コンタンゴ・オーア,NYSE,その他,○
CTHR,CHARLS AND COLVR,チャールズ&コルバード,NASDAQ,専門店,○
CTKB,CYTEK BIOSCIENCE,サイテック・バイオサイエンシズ,NASDAQ,医薬品（バイオテクノロジー）,○
CTLP,CANTALOUPE,カンタロープ,NASDAQ,ソフトウェア・サービス,○
CTMX,CYTOMX THERAPEU,サイトムエックス・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
CTOS,CUSTOM TRUCK ONE,カスタム・トラック・ワン・ソース,NYSE,小売,○
CTRA,COTERRA ENERGY,コテラ・エナジー,NYSE,石油,○
CTRM,CASTOR MARITIME,キャスター・マリタイム,NASDAQ,その他,○
CTRN,CITI TRENDS INC,シティ・トレンズ,NASDAQ,小売,○
CTS,CTS CORPORATION,CTS,NYSE,その他製造,○
CTSH,COGNIZANT TECH,コグニザント・テクノロジー・ソリューションズ,NASDAQ,ソフトウェア・サービス,○
CTSO,CYTOSORBENT CORP,サイトソーベンツ,NASDAQ,ヘルスケア,○
CTV,INNOVID CORP,イノビッド,NYSE,通信機器,○
CTVA,CORTEVA INC,コルテバ,NYSE,化学,○
CTXR,CITIUS PHARMACEU,シティアス・ファーマシューティカルズ,NASDAQ,ヘルスケア,○
CUBI,CUSTOMERS BANCRP,カスタマーズ・バンコープ,NYSE,金融（銀行）,○
CUE,CUE BIOPHARMA,キュー・バイオファーマ,NASDAQ,医薬品（バイオテクノロジー）,○
CUK,CARNIVAL PLC,カーニバル,NYSE,エンターテイメント,○
CULP,CULP INC,カルプ,NYSE,その他製造,○
CURE,DRX HEALTHC BL3X,Direxion デイリー ヘルスケア株 ブル3倍 ETF,NYSE,その他,○
CURI,CURIOSITYSTREAM,キュリオシティストリーム,NASDAQ,エンターテイメント,○
CURV,TORRID HOLDINGS,トーリッド・ホールディングス,NYSE,その他製造,○
CUTR,CUTERA INC,キュテラ,NASDAQ,ヘルスケア,○
CVAC,CUREVAC N V,キュアバック,NASDAQ,医薬品（バイオテクノロジー）,○
CVBF,CVB FINANCIAL CO,CVBファイナンシャル,NASDAQ,金融コングロマリット,○
CVCO,CAVCO INDUSTRIES,カブコ・インダストリーズ,NASDAQ,その他,○
CVE,CENOVUS ENERGY,セノバス・エナジー,NYSE,石油,○
CVEO,CIVEO CORP,シベオ,NYSE,その他,○
CVGI,COMMERCIAL VEHIC,コマーシャル・ビークル・グループ,NASDAQ,その他製造,○
CVGW,CALAVO GROWERS,キャラボ・グロワーズ,NASDAQ,食品,○
CVI,CVR ENERGY INC,CVRエナジー,NYSE,石油,○
CVLG,COVENANT LOGISTI,コベナント・ロジスティックス・グループ,NYSE,運輸,○
CVLT,COMMVAULT SYSTEM,コムボールト・システムズ,NASDAQ,ソフトウェア・サービス,○
CVM,CEL SCI CORP,セル・サイ,NYSE,医薬品,○
CVNA,CARVANA CO,カルバナ,NYSE,小売,○
CVRX,CVRX INC,CVRx,NASDAQ,医薬品,○
CVS,CVS HEALTH CORP,CVSヘルス,NYSE,小売,○
CVU,CPI AEROSTRUCTRS,CPIエアロストラクチャーズ,NYSE,航空機・宇宙,○
CVV,CVD EQUIPMENT,CVDエクイップメント,NASDAQ,電力,○
CVX,CHEVRON CORP,シェブロン,NYSE,石油,○
CW,CURTISS-WRIGHT,カーチス・ライト,NYSE,その他製造,○
CWAN,CLEARWTR ANLYTIC,クリアウォーター・アナリティクス,NYSE,情報処理サービス,○
CWB,SPDR BBG CONVERT,SPDR ブルームバーグ・コンバーチブル債券ETF,NYSE,その他,○
CWBC,CMNTY WEST BNCS,コミュニティ・ウェスト・バンクシェア,NASDAQ,金融（銀行）,○
CWCO,CNSLIDATED WATER,コンソリデーテッド・ウオーター,NASDAQ,その他,○
CWEB,DRX CH INET BL2X,Direxion デイリー CSI中国インターネット指数株 ブル 2倍 ETF,NYSE,その他,○
CWEN,CLEARWAY ENERGY,クリアウェイ・エナジー,NYSE,電力,○
CWH,CAMPING WORLD,キャンピング・ワールド・ホールディングス,NYSE,専門店,○
CWI,SPDR MSCI ACWI,SPDR　MSCI 全世界株式（除く米国）　ETF,NYSE,その他,○
CWK,CUSHMAN & WAKEFI,クッシュマン・アンド・ウェイクフィールド,NYSE,その他,○
CWST,CASELLA WASTE,キャセラ・ウェイスト・システムズ,NASDAQ,ソフトウェア・サービス,○
CWT,CALIFORNIA WATER,カリフォルニア・ウォーター・サービス・グループ,NYSE,その他,○
CX,CEMEX SAB DE CV,セメックス,NYSE,その他製造,○
CXAI,CXAPP,CXAPP,NASDAQ,ソフトウェア・サービス,○
CXDO,CREXENDO INC,クレシェンド,NASDAQ,ソフトウェア・サービス,○
CXM,SPRINKLR INC,スプリンクラー,NYSE,ソフトウェア・サービス,○
CXSE,WT CH EX STATE,ウィズダムツリー中国株ニューエコノミーファンド,NASDAQ,その他,○
CXT,CRANE NXT CO,クレインNXT,NYSE,機械,○
CYBR,CYBERARK SOFTWAR,サイバーアーク・ソフトウェア,NASDAQ,ソフトウェア・サービス,○
CYCC,CYCLACEL PHARMA,サイクラセル・ファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
CYCN,CYCLERION THERA,サイクレリオン・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
CYD,CHINA YUCHAI,チャイナユチャイ,NYSE,自動車,○
CYH,COMMNTY HLTH SYS,コミュニティー・ヘルス・システムズ,NYSE,ヘルスケア,○
CYN,CYNGN INC,シングン,NASDAQ,ソフトウェア・サービス,○
CYRX,CRYOPORT INC,クリオポート,NASDAQ,その他,○
CYTH,CYCLO THERAPE,シクロ・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
CYTK,CYTOKINETICS,サイトカイネティックス,NASDAQ,医薬品（バイオテクノロジー）,○
CZNC,CITIZENS NORTHRN,シチズンズ・アンド・ノーザン,NASDAQ,金融（銀行）,○
CZR,CAESARS ENTERTAI,シーザーズ・エンターテインメント,NASDAQ,エンターテイメント,○
CZWI,CITIZENS CMMNITY,シチズンズ・コミュニティ・バンコープ,NASDAQ,金融（銀行）,○
D,DOMINION ENERGY,ドミニオン・エナジー,NYSE,電力,○
DAC,DANAOS CORPRTION,ダナオス,NYSE,運輸,○
DADA,DADA NEXUS,ダダ・ネクサス,NASDAQ,ソフトウェア・サービス,○
DAIO,DATA IO CORP,データI/O,NASDAQ,ソフトウェア・サービス,○
DAKT,DAKTRONICS INC,ダクトロニクス,NASDAQ,その他製造,○
DAL,DELTA AIR LINES,デルタ航空,NYSE,航空,○
DALN,DALLASNEWS CORP,ダラスニュース,NASDAQ,通信サービス,○
DAN,DANA INC,デーナ,NYSE,その他製造,○
DAO,YOUDAO INC,ヨウダオ,NYSE,ソフトウェア・サービス,○
DAR,DARLING INGREDNT,ダーリン・イングレディエンツ,NYSE,食品,○
DARE,DARE BIOSCIENCE,デア・バイオサイエンス,NASDAQ,医療サービス,○
DASH,DOORDASH,ドアダッシュ,NASDAQ,ソフトウェア・サービス,○
DATS,DATCHAT INC,ダットチャット,NASDAQ,ソフトウェア・サービス,○
DAVA,ENDAVA LTD,エンダバ,NYSE,ソフトウェア・サービス,○
DAVE,DAVE INC,デイブ,NASDAQ,金融コングロマリット,○
DAWN,DAY ONE BIOPHARM,デイ・ワン・バイオファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
DAY,DAYFORCE INC,デイフォース,NYSE,ソフトウェア・サービス,○
DB,DEUTSCHE BANK AG,ドイツ銀行,NYSE,金融（銀行）,○
DBI,DSW INC CLASS A,デザイナー・ブランズ,NYSE,専門店,○
DBRG,DIGITALBRIDGE,デジタルブリッジ・グループ,NYSE,通信サービス,○
DBX,DROPBOX INC,ドロップボックス,NASDAQ,ソフトウェア・サービス,○
DC,DAKOTA GLOD CORP,ダコタ・ゴールド,NYSE,その他,○
DCBO,DOCEBO INC,ドセボ,NASDAQ,ソフトウェア・サービス,○
DCGO,DOCGO INC,ドックゴー,NASDAQ,ヘルスケア,○
DCI,DONALDSON CO INC,ドナルドソン,NYSE,機械,○
DCO,DUCOMMUN INCORP,デュコマン,NYSE,航空機・宇宙,○
DCOM,DIME COM BANC,ダイム・コミュニティー・バンクシェアーズ,NASDAQ,金融（銀行）,○
DCTH,DELCATH SYSTEMS,デルキャス・システムズ,NASDAQ,ヘルスケア,○
DD,DUPONT DE NEMOUR,デュポン・ドゥ・ヌムール,NYSE,化学,○
DDD,3D SYSTEMS CORP,スリーディー・システムズ,NYSE,コンピュータ,○
DDI,DOUBLEDOWN INTRC,ダブルダウン・インタラクティブ,NASDAQ,エンターテイメント,○
DDL,DINGDONG CAYMAN,ディンドン・ケイマン,NYSE,ソフトウェア・サービス,○
DDOG,DATADOG INC,データドッグ,NASDAQ,ソフトウェア・サービス,○
DDS,DILLARDS INC CL,ディラーズ,NYSE,百貨店,○
DE,DEERE,ディアー,NYSE,機械,○
DECK,DECKERS OUTDOOR,デッカーズ・アウトドア,NYSE,その他製造,○
DELL,DELL TECHNOLGY-C,デル・テクノロジーズ クラスC,NYSE,コンピュータ,○
DEM,WT EMG HIGH DIV,ウィズダムツリー  新興国株 高配当ファンド,NYSE,その他,○
DENN,DENNYS CORP,デニーズ,NASDAQ,外食,○
DEO,DIAGEO PLC,ディアジオ,NYSE,飲料,○
DERM,JOURNEY MEDICAL,ジャーニー・メディカル,NASDAQ,医薬品,○
DES,WM S-CAP DIVIDEN,ウィズダムツリー　米国小型株配当ファンド,NYSE,その他,○
DESP,DESPEGARCOM CORP,デスペガー・ドット・コム,NYSE,ソフトウェア・サービス,○
DEW,WT GL HIGH DIV,ウィズダムツリー  世界株 高配当ファンド,NYSE,その他,○
DFE,WM EUR S-CAP DVD,ウィズダムツリー  欧州小型株配当ファンド,NYSE,その他,○
DFEN,DRX AERO DF BL3X,Direxion デイリー エアロスペース・アンド・ディフェンス ブル3倍 ETF,NYSE,その他,○
DFH,DREAM FIND HOME,ドリーム・ファインダーズ・ホームズ,NYSE,その他製造,○
DFIN,DONNELLEY FINCL,ドネリー・ファイナンシャル・ソリューションズ,NYSE,ソフトウェア・サービス,○
DFJ,WM JP S-CAP DVD,ウィズダムツリー  日本小型株配当ファンド,NYSE,その他,○
DFLI,DRAGONFLY ENERGY,ドラゴンフライ・エナジー・ホールディングス,NASDAQ,その他製造,○
DFS,DISCOVER FINANCE,ディスカバー・ファイナンシャル・サービシズ,NYSE,金融(カード),○
DG,DOLLAR GENERAL C,ダラー・ゼネラル,NYSE,小売,○
DGICA,DONEGAL GROUP,ドネガル・グループ,NASDAQ,金融(保険),○
DGICB,DONEGAL GROUP,ドネガル・グループ,NASDAQ,金融(保険),○
DGII,DIGI INTERNATNL,ディジ・インターナショナル,NASDAQ,ソフトウェア・サービス,○
DGLY,DIGITAL ALLY INC,デジタル・アリー,NASDAQ,その他製造,○
DGRE,WM EM Q-DIV GROW,ウィズダムツリー　新興国株クオリティ配当成長ファンド,NASDAQ,その他,○
DGRS,WM US SCAP Q-DIV,ウィズダムツリー　米国小型株クオリティ配当成長ファンド,NASDAQ,その他,○
DGRW,WM US Q-DIV GROW,ウィズダムツリー　米国株クオリティ配当成長ファンド,NASDAQ,その他,○
DGS,WM EM S-CAP DIV,ウィズダムツリー　新興国小型株配当ファンド,NYSE,その他,○
DGX,QUEST DIAGNOSTIC,クエスト・ダイアグノスティックス,NYSE,医療サービス,○
DH,DEFINITIVE HELTH,ディフィニティブ・ヘルスケア,NASDAQ,ヘルスケア,○
DHI,DR HORTON INC,D.R.ホートン,NYSE,その他,○
DHIL,DIAMOND HILL INV,ダイヤモンド・ヒル・インベストメント・グループ,NASDAQ,金融（証券）,○
DHR,DANAHER CORP,ダナハー,NYSE,機械,○
DHS,WT HIGH DIVIDEND,ウィズダムツリー  米国株 高配当ファンド,NYSE,その他,○
DHT,DHT HOLDINGS INC,DHTホールディングス,NYSE,運輸,○
DHX,DHI GROUP INC,DHIグループ,NYSE,ソフトウェア・サービス,○
DIA,SPDR DJ IND AVE,SPDR ダウ工業株平均 ETF,NYSE,その他,○
DIBS,1STDIBS COM INC,ファーストディブス・ドットコム,NASDAQ,ソフトウェア・サービス,○
DIN,DINE BRANDS GBL,ダイン・ブランズ・グローバル,NYSE,外食,○
DINO,HF SINCLAIR,HFシンクレア,NYSE,石油,○
DIOD,DIODES INC,ダイオーズ,NASDAQ,半導体,○
DIS,WALT DISNEY CO,ウォルト・ディズニー,NYSE,エンターテイメント,○
DIT,AMCON DISTRIBTNG,アムコン・ディストリビューティング,NYSE,小売,○
DIV,GLX SDVD US ETF,グローバルX スーパーディビィデンド-米国低ベータ ETF,NYSE,その他,○
DJCO,DAILY JOURNAL,デイリー・ジャーナル,NASDAQ,ソフトウェア・サービス,○
DJIA,GLBLX DOW CVD CL,グローバルX ダウ30・カバード・コール ETF,NYSE,その他,○
DJP,IPTH BBG COM TRN,iPathブルームバーグ・コモディティ指数トータルリターンETN,NYSE,その他,○
DJT,TRUMP MEDIA TECH,トランプ・メディア・アンド・テクノロジー・グループ・コーポレーション,NASDAQ,その他,○
DK,DELEK US HOLDING,デレクUSホールディングス,NYSE,小売,○
DKNG,DRAFTKINGS INC,ドラフト・キングス,NASDAQ,エンターテイメント,○
DKS,DICKS SPORTING,ディックス・スポーティング・グッズ,NYSE,小売,○
DLB,DOLBY LABO,ドルビー・ラボラトリーズ　,NYSE,その他製造,○
DLHC,DLH HOLDING CORP,DLHホールディング,NASDAQ,その他,○
DLN,WM L-CAP DIVIDEN,ウィズダムツリー　米国大型株配当ファンド,NYSE,その他,○
DLO,DLOCAL LTD,ディーローカル,NASDAQ,その他,○
DLPN,DOLPHIN ENTERT,ドルフィン・エンターテイメント,NASDAQ,その他,○
DLTH,DULUTH HOLDINGS,ダルース・ホールディングス,NASDAQ,小売,○
DLTR,DOLLAR TREE INC,ダラー・ツリー,NASDAQ,小売,○
DLX,DELUXE CORP,デラックス,NYSE,その他,○
DM,DESKTOP METAL,デスクトップ・メタル,NYSE,コンピュータ,○
DMRC,DIGIMARC CORP,デジマーク,NASDAQ,ソフトウェア・サービス,○
DNA,GINKGO BIOWORKS,ギンコ・バイオワークス・ホールディングス,NYSE,ヘルスケア,○
DNB,DUN BRADSTREET,ダン・アンド・ブラッドストリート・ホールディングス,NYSE,情報処理サービス,○
DNLI,DENALI THERAPEUT,デナリ・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
DNN,DENISON MINES,デニソン・マインズ,NYSE,その他,○
DNOW,DNOW INC,DNOWインク,NYSE,機械,○
DNTH,DIANTHUS THERAP,ダイアンサス・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
DNUT,KRISPYKREME,クリスピー・クリーム,NASDAQ,食品,○
DOCN,DIGITALOCEAN HD,デジタルオーシャン,NYSE,ソフトウェア・サービス,○
DOCS,DOXIMITY INC,ドクシミティ,NYSE,ソフトウェア・サービス,○
DOCU,DOCUSIGN INC,ドキュサイン,NASDAQ,ソフトウェア・サービス,○
DOGZ,DOGNESS INTL CO,ドッグネス・インターナショナル,NASDAQ,小売,○
DOLE,DOLE PLC,ドール,NYSE,飲料,○
DOMH,DOMINARI HOLDING,ドミナリ・ホールディングス,NASDAQ,ヘルスケア,○
DOMO,DOMO INC,ドーモ,NASDAQ,ソフトウェア・サービス,○
DON,WM M-CAP DIVIDEN,ウィズダムツリー　米国中型株配当ファンド,NYSE,その他,○
DOOO,BRP INC,BRP,NASDAQ,その他製造,○
DORM,DORMAN PRODUCTS,ドーマン・プロダクツ,NASDAQ,その他製造,○
DOUG,DOUGLAS ELLIMAN,ダグラス・エリマン,NYSE,金融コングロマリット,○
DOV,DOVER CORP,ドーバー,NYSE,機械,○
DOW,DOW INC,ダウ・インク,NYSE,化学,○
DOX,AMDOCS,アムドックス,NASDAQ,ソフトウェア・サービス,○
DOYU,DOUYU INTL HLD,ドウユ・インターナショナル・ホールディングス,NASDAQ,ソフトウェア・サービス,○
DPST,DRX RGN BNK BL3X,Direxion デイリー 地方銀行 ブル3倍 ETF,NYSE,その他,○
DPZ,DOMINOS PIZZA I,ドミノ・ピザ,NASDAQ,食品,○
DQ,DAQO NEW ENERGY,ダコ・ニューエナジー,NYSE,化学,○
DRCT,DIRECT DIGITAL,ダイレクト・デジタル・ホールディングス,NASDAQ,ソフトウェア・サービス,○
DRD,DRDGOLD LTD-ADR,DRDゴールド,NYSE,その他,○
DRI,DARDEN RESTAURAN,ダーデン・レストランツ,NYSE,外食,○
DRIO,DARIOHEALTH CORP,ダリオヘルス,NASDAQ,ソフトウェア・サービス,○
DRIP,DRX OIL GAS BR2X,Direxion デイリー S&P 石油 ・ガス採掘・生産 ベア2倍 ETF,NYSE,その他,○
DRIV,GBLX AUTONM ETF,グローバルX 自動運転&EV ETF,NASDAQ,その他,○
DRN,DRX DL RE BL3X,Direxion デイリー リアルエステート ブル3倍 ETF,NYSE,その他,○
